المصنَّف	الورقة	ترتيب الورقة	خلية الرأس	رقم الحقل	اسم الحقل	آلية المصدر (AS-IS)	سلوك النظام المستهدف (TO-BE)	قاعدة الظهور	مصدر الحكم	حالة السطح	المتطلب الحاكم	قرار المصالحة
عقود الموردين	م30_عروض_الموردين_والتفاوض	23	AA3	27	Confidence	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-07	—
عقود الموردين	م30_عروض_الموردين_والتفاوض	23	AB3	28	Needs_Review	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-07	—
عقود الموردين	م30_عروض_الموردين_والتفاوض	23	AC3	29	حالة البيانات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-07	—
عقود الموردين	م30_عروض_الموردين_والتفاوض	23	AD3	30	المصدر	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-07	—
عقود الموردين	م30_عروض_الموردين_والتفاوض	23	AE3	31	ملاحظات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-07	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	A3	1	كود الإقفال التعاقدي · SlotClose_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	B3	2	كود الخانة · Slot_ID	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	C3	3	كود عقد المورد	ورقة بلا بيانات	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	D3	4	رقم المورد	ورقة بلا بيانات	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	E3	5	اسم المورد (بحث)	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	F3	6	نموذج العمل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	G3	7	نوع الآلية/البند	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	H3	8	وحدة القياس	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	I3	9	نوع الفترة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	J3	10	بداية الفترة	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	K3	11	نهاية الفترة	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	L3	12	شهر نهاية الفترة (وسم) ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	M3	13	أشهر الفترة ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-16	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	N3	14	الأساس الشهري المتعاقد ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-16	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	O3	15	المتعاقد عليه للفترة ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-16	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	P3	16	المنفَّذ المعتمد بالفترة ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-16	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	Q3	17	الفجوة/الفائض ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	R3	18	نسبة التحقق ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	S3	19	أشهر بها أداء ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-16	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	T3	20	آخر نشاط بالخانة ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	U3	21	سعر وحدة المورد (م08) ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	V3	22	العملة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	W3	23	قيمة الفترة التقديرية ◄	ورقة بلا بيانات	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	X3	24	حالة الخانة (م10)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	Y3	25	حالة الإقفال التعاقدي ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	Z3	26	مرجع الإقفال الشهري (م17)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AA3	27	المُنشئ	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AB3	28	المراجع	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AC3	29	المعتمِد	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AD3	30	تاريخ الاعتماد	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AE3	31	Record_Basis	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AF3	32	Derivation_Rule	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AG3	33	حالة البيانات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م31_الإقفال_التعاقدي_للخانات	24	AH3	34	ملاحظات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-16	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	A3	1	كود الرصيد · Aging_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	B3	2	التسلسل الزمني للمورد ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	C3	3	رقم المورد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	D3	4	اسم المورد (بحث)	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	E3	5	العملة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	F3	6	إجمالي الاستحقاق ◄	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	G3	7	إجمالي المدفوع ◄	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	H3	8	الرصيد القائم ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	I3	9	آخر شهر حركة ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	J3	10	عمر الرصيد (يومًا) ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	K3	11	شريحة العمر ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-22	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	L3	12	حالة الرصيد ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	M3	13	حالة المورد (م01) ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	N3	14	التزام قادم ≤30 يومًا	ورقة بلا بيانات	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-22	حُسم بالمتطلب: إدخال أعمال ← مشتق محسوب
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	O3	15	التزام قادم 31–60	ورقة بلا بيانات	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-22	حُسم بالمتطلب: إدخال أعمال ← مشتق محسوب
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	P3	16	التزام قادم 61–90	ورقة بلا بيانات	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	يُبنى (TO-BE)	SUP-22	حُسم بالمتطلب: إدخال أعمال ← مشتق محسوب
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	Q3	17	إجراء التحصيل/السداد المقترح	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	R3	18	المسؤول	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	S3	19	Record_Basis	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	T3	20	Derivation_Rule	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	U3	21	حالة البيانات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م32_أعمار_الأرصدة_والالتزامات	25	V3	22	ملاحظات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-22	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	A3	1	كود المستند · Doc_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	B3	2	نوع المستند	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	C3	3	المرجع	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	D3	4	رقم المورد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	E3	5	اسم المورد (بحث)	قيمة مثبتة	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	F3	6	النطاق (عقد/مورد)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	G3	7	الحالة	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	H3	8	تاريخ الانتهاء	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	I3	9	Record_Basis	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	J3	10	المصدر	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	K3	11	حالة البيانات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م33_سجل_المستندات_والضمانات	26	L3	12	ملاحظات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	يُبنى (TO-BE)	SUP-26	—
عقود الموردين	م34_قاموس_قواعد_الاستنتاج	27	A3	1	كود القاعدة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-30	—
عقود الموردين	م34_قاموس_قواعد_الاستنتاج	27	B3	2	الحقل/المخرج	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-30	—
عقود الموردين	م34_قاموس_قواعد_الاستنتاج	27	C3	3	القيم الممكنة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-30	—
عقود الموردين	م34_قاموس_قواعد_الاستنتاج	27	D3	4	قاعدة الاشتقاق	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-30	—
عقود الموردين	م34_قاموس_قواعد_الاستنتاج	27	E3	5	الشيت المطبَّق فيه	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-30	—
عقود الموردين	م34_قاموس_قواعد_الاستنتاج	27	F3	6	القيد/التحذير	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-30	—
عقود الموردين	م34_قاموس_قواعد_الاستنتاج	27	G3	7	تصنيف الحجية	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-30	—
عقود الموردين	م23_لوحة_إدارة_الموردين	28	A3	1	المؤشر	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-28	—
عقود الموردين	م23_لوحة_إدارة_الموردين	28	B3	2	القيمة ◄	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	يُبنى (TO-BE)	SUP-28	—
عقود الموردين	م23_لوحة_إدارة_الموردين	28	C3	3	المعادلة/المصدر	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-28	—
عقود الموردين	م23_لوحة_إدارة_الموردين	28	D3	4	الفترة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	يُبنى (TO-BE)	SUP-28	—
عقود الموردين	م23_لوحة_إدارة_الموردين	28	E3	5	ملاحظة	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	يُبنى (TO-BE)	SUP-28	—
عقود الموردين	م24_القوائم_المرجعية	29	A3	1	نموذج العمل	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	B3	2	وحدة القياس	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	C3	3	العملة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	D3	4	نوع الآلية/البند	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	E3	5	بادئة النوع (v4)	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	F3	6	تصنيف المورد	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	G3	7	فئة مصدر القدرة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	H3	8	طبيعة المورد	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	I3	9	حالة المورد	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	J3	10	أساس اشتقاق الحالة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	K3	11	نوع التفويض	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	L3	12	نوع الوثيقة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	M3	13	حالة التحقق	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	N3	14	نوع الخانة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	O3	15	التصنيف (استمرارية)	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	P3	16	الدور (أساسية/احتياطية)	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	Q3	17	نوع الإسناد	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	R3	18	الحدث	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	S3	19	حالة العقد	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	T3	20	تكييف الوثيقة	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	U3	21	مستوى الحجية	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	V3	22	حجية الحصة (المصدر)	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	W3	23	كود الالتزام	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	X3	24	أطراف الثلاثية	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	Y3	25	طرف الالتزام (م09)	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	Z3	26	قابل للاسترداد؟	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	AA3	27	نوع الواقعة النيابية	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	AB3	28	حالة السلسلة النيابية	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	AC3	29	حالة الاستحقاق	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
عقود الموردين	م24_القوائم_المرجعية	29	AD3	30	حالة التسوية	قيمة مثبتة	مرجعي فقط	بيت البيانات المرجعية — لا يتكرر	قيمة في المرجع	قائم (AS-IS)	SUP-29	—
