الشاشة,الجدول,"تسمية العمود",الحكم,"العمود المقترح",النوع,السبب,"قرار المالك"
Suppliers/supplier_closure.php,role_permissions,العملة,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_contract_lines.php,role_permissions,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/supplier_contract_lines.php,role_permissions,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_contract_lines.php,role_permissions,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_contract_lines.php,role_permissions,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_contract_lines.php,role_permissions,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_contract_lines.php,role_permissions,"تاريخ الإنشاء",MANUAL,created_at,,"مشتقٌّ من `created_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_contract_lines.php,role_permissions,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_documents.php,role_permissions,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/supplier_documents.php,role_permissions,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_documents.php,role_permissions,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_documents.php,role_permissions,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_documents.php,role_permissions,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_documents.php,role_permissions,"تاريخ الإنشاء",MANUAL,created_at,,"مشتقٌّ من `created_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_documents.php,role_permissions,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_documents.php,role_permissions,الحالة,MANUAL,status,,"مشتقٌّ من `status` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_evaluation.php,role_permissions,"رقم التقييم",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,المورد,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"محور الجاهزية",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"محور الالتزام بالمهل",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"محور جودة المعدات",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"محور الاستجابة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"محور الوثائق",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"الدرجة الممنوحة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"الدرجة القصوى",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"التصنيف الناتج",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,"أثر التقييم",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,قيمه,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_evaluation.php,role_permissions,اعتمده,MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_evaluation.php,role_permissions,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/supplier_evaluation.php,role_permissions,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_evaluation.php,role_permissions,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_evaluation.php,role_permissions,"تاريخ الإنشاء",MANUAL,created_at,,"مشتقٌّ من `created_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_evaluation.php,role_permissions,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_evaluation.php,role_permissions,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_evaluation.php,role_permissions,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_profile.php,supplierscontracts,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/supplier_profile.php,supplierscontracts,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplier_profile.php,supplierscontracts,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplier_profile.php,supplierscontracts,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_profile.php,supplierscontracts,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_profile.php,supplierscontracts,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `supplierscontracts` — بلا هجرة",
Suppliers/supplier_profile.php,supplierscontracts,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplier_rules.php,role_permissions,"رقم القاعدة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_rules.php,role_permissions,"المورد أو العام",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_rules.php,role_permissions,"بند العقد المرجعي",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_rules.php,role_permissions,"حالة الاستحقاق",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_rules.php,role_permissions,"معادلة الاحتساب",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_rules.php,role_permissions,"يحتاج موافقة المورد؟",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_rules.php,role_permissions,"دورة الاعتماد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplier_rules.php,role_permissions,عرفها,MANUAL,created_by,,"مشتقٌّ من `created_by` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_rules.php,role_permissions,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/supplier_rules.php,role_permissions,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_rules.php,role_permissions,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_rules.php,role_permissions,"تاريخ الإنشاء",MANUAL,created_at,,"مشتقٌّ من `created_at` و`role_permissions` لا يحمله — يلزم قرار",
Suppliers/supplier_rules.php,role_permissions,"المنشئ — الاسم والصفة",MANUAL,created_by,,"تسميتانِ في الشاشةِ تؤولانِ إلى `created_by` — تصادمُ مفتاحٍ يلزمه قرار",
Suppliers/supplier_rules.php,role_permissions,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_rules.php,role_permissions,"مركز التكلفة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_rules.php,role_permissions,"سعر الصرف ومصدره",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplier_rules.php,role_permissions,العملة,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/suppliers.php,suppliers,"الاسم القانوني",NEW,legal_name,text,"لا عمودَ له في `suppliers` — يُنشأ **اختياريًّا** (NULL)",
Suppliers/suppliers.php,suppliers,"نوع المورد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"طبيعة التعاقد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"عدد عقود الوساطة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"عدد عقود الملكية",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"نسبة الوساطة من عقوده",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"السجل التجاري",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"الرقم الضريبي",NEW,tax_id,text,"لا عمودَ له في `suppliers` — يُنشأ **اختياريًّا** (NULL)",
Suppliers/suppliers.php,suppliers,"المالك الحقيقي للمعدات",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"هاتف المالك",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"الشخص المفوض بالتوقيع",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,هاتفه,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"مستند تفويضه",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"علاقة المورد بالمالك",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"العملات المتعامل بها",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"تصنيف العلاقة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"وثائق التأهيل",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"تاريخ انتهاء أقدم وثيقة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"الحساب البنكي",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,"حالة التحقق من الحساب",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/suppliers.php,suppliers,سجله,MANUAL,created_by,,"مشتقٌّ من `created_by` و`suppliers` لا يحمله — يلزم قرار",
Suppliers/suppliers.php,suppliers,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/suppliers.php,suppliers,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/suppliers.php,suppliers,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`suppliers` لا يحمله — يلزم قرار",
Suppliers/suppliers.php,suppliers,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `suppliers` — بلا هجرة",
Suppliers/suppliers.php,suppliers,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/suppliers.php,suppliers,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`suppliers` لا يحمله — يلزم قرار",
Suppliers/suppliers.php,suppliers,"سجل الاطلاع",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/suppliers.php,suppliers,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/suppliers_details.php,supplierscontracts,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/suppliers_details.php,supplierscontracts,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/suppliers_details.php,supplierscontracts,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/suppliers_details.php,supplierscontracts,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/suppliers_details.php,supplierscontracts,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/suppliers_details.php,supplierscontracts,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `supplierscontracts` — بلا هجرة",
Suppliers/suppliers_details.php,supplierscontracts,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplierscontracts.php,supplierscontracts,"تاريخ البدء",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"تاريخ الانتهاء",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"نموذج التعاقد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"وحدة التعاقد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"نوع المعدة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"عدد الوحدات المتعاقد عليها",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"عدد الورديات المتفق عليها",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"وحدات الوردية الواحدة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"الوحدات الشهرية الملزمة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"الساعات الشهرية للوحدة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"سعر الساعة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"نسبة الجاهزية الدنيا",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"مهلة الإحلال",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"غرامة العجز",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"دورية التسوية",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"مهلة السداد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Suppliers/supplierscontracts.php,supplierscontracts,"نسخة القاعدة المستعملة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/supplierscontracts.php,supplierscontracts,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplierscontracts.php,supplierscontracts,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `supplierscontracts` — بلا هجرة",
Suppliers/supplierscontracts.php,supplierscontracts,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplierscontracts.php,supplierscontracts,"مفتاح منع التكرار",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,"معكوس ب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,"عكس عن",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,"درجة الأثر",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,"مركز التكلفة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts.php,supplierscontracts,"سعر الصرف ومصدره",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts_details.php,supplierscontracts,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Suppliers/supplierscontracts_details.php,supplierscontracts,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplierscontracts_details.php,supplierscontracts,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplierscontracts_details.php,supplierscontracts,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts_details.php,supplierscontracts,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Suppliers/supplierscontracts_details.php,supplierscontracts,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `supplierscontracts` — بلا هجرة",
Suppliers/supplierscontracts_details.php,supplierscontracts,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`supplierscontracts` لا يحمله — يلزم قرار",
Suppliers/supplierscontracts_details.php,supplierscontracts,الحالة,BIND,status,derived,"مشتقٌّ من `status` القائمِ في `supplierscontracts` — بلا هجرة",
Tickets/admin_close.php,tickets,"تاريخ الإنجاز",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,المنجز,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,"الأثر التشغيلي المسجل",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,"المستند الناتج",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,"سياسة الإغلاق",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,المؤكد,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,"تاريخ التأكيد",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,"عدد مرات إعادة الفتح",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,"سبب آخر إعادة فتح",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,"نوع الإغلاق",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/admin_close.php,tickets,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Tickets/admin_close.php,tickets,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Tickets/admin_close.php,tickets,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`tickets` لا يحمله — يلزم قرار",
Tickets/admin_close.php,tickets,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `tickets` — بلا هجرة",
Tickets/admin_close.php,tickets,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Tickets/admin_close.php,tickets,"المنشئ — الاسم والصفة",BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `tickets` — بلا هجرة",
Tickets/admin_close.php,tickets,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`tickets` لا يحمله — يلزم قرار",
Tickets/admin_close.php,tickets,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Tickets/dept_inbox.php,ticket_workstreams,"تاريخ الفتح",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Tickets/dept_inbox.php,ticket_workstreams,الفئة,NEW,category,text,"لا عمودَ له في `ticket_workstreams` — يُنشأ **اختياريًّا** (NULL)",
Tickets/dept_inbox.php,ticket_workstreams,النوع,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
