الشركة,"رقم الصف",التاريخ,النوع,الكمية,المشروع,المعدة,المرجع,الحالة
4,UNT-052394,2026-06-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-050991,2026-06-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052396,2026-06-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044263,2026-06-06,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051847,2026-06-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-050993,2026-06-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052397,2026-06-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051848,2026-06-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044264,2026-06-07,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-050994,2026-06-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-044265,2026-06-08,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051849,2026-06-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-050995,2026-06-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052398,2026-06-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-050997,2026-06-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052400,2026-06-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044267,2026-06-10,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051851,2026-06-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-051852,2026-06-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-050998,2026-06-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-044268,2026-06-11,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052401,2026-06-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-050999,2026-06-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-044269,2026-06-12,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052402,2026-06-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051853,2026-06-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-052404,2026-06-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044271,2026-06-14,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051855,2026-06-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-051001,2026-06-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052405,2026-06-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051002,2026-06-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-051856,2026-06-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044272,2026-06-15,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051003,2026-06-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-051857,2026-06-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044273,2026-06-16,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052406,2026-06-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044275,2026-06-18,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051859,2026-06-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-051005,2026-06-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052408,2026-06-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044276,2026-06-19,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051860,2026-06-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-052409,2026-06-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051006,2026-06-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-044277,2026-06-20,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051007,2026-06-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052410,2026-06-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051861,2026-06-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044279,2026-06-22,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051009,2026-06-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-051863,2026-06-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-052412,2026-06-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044280,2026-06-23,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052413,2026-06-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051010,2026-06-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-051864,2026-06-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044281,2026-06-24,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051865,2026-06-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-052414,2026-06-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051011,2026-06-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052416,2026-06-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044283,2026-06-26,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051013,2026-06-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-051867,2026-06-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-052417,2026-06-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051014,2026-06-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-051868,2026-06-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044284,2026-06-27,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051015,2026-06-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-052418,2026-06-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-051869,2026-06-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-044285,2026-06-28,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-052420,2026-06-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,sales_approved
4,UNT-044287,2026-06-30,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1001",UAT-B07,sales_approved
4,UNT-051871,2026-06-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1071",UAT-B07,sales_approved
4,UNT-051017,2026-06-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,sales_approved
4,UNT-053332,2026-06-03,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053333,2026-06-05,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053334,2026-06-07,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053336,2026-06-11,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053337,2026-06-13,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053338,2026-06-16,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053340,2026-06-20,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053341,2026-06-22,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053342,2026-06-24,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
4,UNT-053344,2026-06-28,طن,0.00,"شركة ريفر نايل للمشاريع المتطورة المحدودة","قلاب TQ1095",UAT-B07,sales_approved
